name,gender,AB_avgVal,BC_avgVal,OT_avgVal,CN_avgVal,NI_avgVal,SC_avgVal,EW_avgVal,UK_avgVal,13_avgVal,BS_avgVal,FS_avgVal,PC_avgVal,TE_avgVal,USA_avgVal,VR_avgVal
AL,M,1.0,0.0,0.0,0.333,0.0,1.0,10.16,3.72,8.61,7.64,5.61,8.32,7.85,124.46,0.0
ALAIA,F,1.0,0.0,0.0,0.333,0.0,1.0,10.83,3.943,17.31,7.5,6.0,7.48,14.22,41.91,0.0
ALAIN,M,2.15,5.0,8.0,5.05,0.0,1.7,3.67,1.79,7.44,5.0,5.0,10.21,13.22,48.25,0.0
ALAINA,F,6.04,8.0,5.0,6.347,0.0,2.42,21.15,7.857,18.1,25.92,9.68,14.63,20.98,520.46,0.0
ALAN,F,0.0,0.0,0.0,0.0,0.0,179.5,0.0,59.833,5.0,0.0,0.0,6.12,0.0,12.63,0.0
ALAN,M,9.28,44.13,34.0,29.137,14.11,261.55,197.58,157.747,77.09,79.61,30.84,89.38,57.32,2568.34,15.85
ALANA,F,15.69,16.52,5.0,12.403,18.11,51.63,211.7,93.813,21.13,17.18,9.97,25.23,21.64,631.11,5.33
ALANAH,F,1.35,5.0,14.0,6.783,3.67,5.19,27.5,12.12,7.08,6.43,5.4,15.8,8.14,97.78,0.0
ALAND,M,0.0,0.0,0.0,0.0,0.0,1.0,11.85,4.283,0.0,0.0,0.0,0.0,0.0,6.5,0.0
ALANI,F,1.0,0.0,0.0,0.333,0.0,1.33,6.0,2.443,11.0,7.97,8.39,21.5,13.92,156.47,0.0
ALANIS,F,1.18,0.0,7.0,2.727,3.0,1.94,16.6,7.18,7.08,5.82,6.0,17.95,8.24,114.67,0.0
ALANNA,F,12.46,13.22,6.0,10.56,13.61,17.24,65.45,32.1,12.8,9.61,7.51,11.52,11.11,266.5,0.0
ALANNAH,F,5.75,12.73,26.0,14.827,11.16,12.31,83.1,35.523,7.58,6.74,7.13,10.5,8.24,157.0,0.0
ALARIC,M,1.6,0.0,9.0,3.533,0.0,1.0,4.54,1.847,6.12,5.92,6.0,7.18,7.57,27.93,0.0
ALASDAIR,M,1.27,0.0,5.0,2.09,3.0,60.52,35.16,32.893,0.0,0.0,0.0,6.5,0.0,12.95,0.0
ALASTAIR,M,1.37,6.0,6.0,4.457,5.4,54.6,70.53,43.51,0.0,5.0,0.0,7.2,5.0,16.26,0.0
ALAURA,F,1.37,0.0,0.0,0.457,0.0,1.0,4.0,1.667,5.31,5.17,5.67,7.05,5.57,47.79,0.0
ALAYA,F,2.08,0.0,5.0,2.36,3.0,2.2,11.75,5.65,9.01,9.23,7.42,9.34,8.84,122.25,0.0
ALAYAH,F,3.1,0.0,5.0,2.7,0.0,1.25,12.36,4.537,10.75,10.4,6.64,9.79,10.44,185.09,0.0
ALAYNA,F,5.67,7.18,5.0,5.95,4.0,2.35,40.7,15.683,16.98,25.14,10.38,13.73,21.16,405.26,5.0
ALBA,F,2.56,5.5,6.0,4.687,7.0,7.76,40.85,18.537,6.98,5.36,5.5,12.36,8.15,46.0,0.0
ALBAN,M,1.0,0.0,0.0,0.333,0.0,1.08,10.83,3.97,5.5,0.0,0.0,0.0,0.0,10.4,0.0
ALBEN,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.29,0.0
ALBERT,M,11.24,29.88,502.0,181.04,4.0,4.28,303.37,103.883,115.68,76.79,25.29,70.19,96.09,3574.85,18.52
ALBERTA,F,1.37,5.4,29.0,11.923,0.0,1.0,5.65,2.217,25.08,23.83,7.32,10.59,27.9,516.72,6.26
ALBERTINA,F,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,5.96,5.0,0.0,5.75,5.0,14.34,0.0
ALBERTINE,F,1.0,0.0,6.0,2.333,0.0,0.0,3.67,1.223,5.52,5.0,0.0,0.0,5.96,23.87,0.0
ALBERTO,M,1.47,0.0,6.0,2.49,0.0,1.29,11.72,4.337,15.0,10.6,11.63,44.81,25.42,470.7,0.0
ALBERTUS,M,0.0,0.0,6.0,2.0,0.0,1.0,0.0,0.333,5.17,5.5,0.0,0.0,0.0,9.79,0.0
ALBIE,M,1.0,0.0,0.0,0.333,4.0,4.0,150.21,52.737,5.0,0.0,0.0,0.0,0.0,6.31,0.0
ALBIN,M,1.33,0.0,5.0,2.11,0.0,1.33,6.33,2.553,7.87,7.5,0.0,6.0,5.83,32.08,0.0
ALBINA,F,1.0,0.0,7.0,2.667,0.0,1.0,4.14,1.713,10.66,8.29,5.0,5.37,13.32,41.08,0.0
ALBY,M,1.0,0.0,0.0,0.333,0.0,1.17,20.68,7.283,0.0,0.0,0.0,0.0,0.0,5.17,0.0
ALCIDES,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,5.0,7.0,8.4,0.0
ALDA,F,1.0,0.0,7.0,2.667,0.0,0.0,0.0,0.0,7.65,5.79,0.0,5.62,5.4,39.93,0.0
ALDEA,F,0.0,0.0,5.0,1.667,0.0,0.0,0.0,0.0,7.67,0.0,0.0,0.0,0.0,7.85,0.0
ALDEN,M,1.75,5.5,8.0,5.083,0.0,1.0,5.92,2.307,7.07,7.01,6.31,8.44,7.02,102.51,5.4
ALDO,M,1.12,0.0,6.0,2.373,0.0,1.25,5.33,2.193,8.64,7.19,10.16,18.1,12.07,137.24,0.0
ALDRIC,M,1.33,0.0,0.0,0.443,0.0,1.0,0.0,0.333,0.0,0.0,0.0,5.0,0.0,7.82,0.0
ALEA,F,1.65,0.0,5.0,2.217,0.0,1.17,7.54,2.903,6.19,6.05,5.5,6.83,6.17,71.41,0.0
ALEAH,F,5.44,6.33,6.0,5.923,3.0,2.67,19.15,8.273,10.6,10.81,7.85,12.14,13.21,248.47,0.0
ALEASE,F,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,8.45,0.0,0.0,0.0,0.0,18.85,0.0
ALEC,M,8.92,10.02,5.0,7.98,3.43,3.98,79.95,29.12,19.84,32.53,19.3,28.64,24.99,379.89,7.17
ALECIA,F,2.25,6.75,6.0,5.0,3.0,1.81,12.21,5.673,7.15,7.57,6.29,8.17,8.42,129.67,0.0
ALED,M,1.0,0.0,0.0,0.333,0.0,1.3,43.79,15.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALEEAH,F,1.17,0.0,7.0,2.723,0.0,1.4,6.25,2.55,7.15,5.99,0.0,15.37,8.3,47.13,0.0
ALEENA,F,6.64,7.1,6.0,6.58,0.0,5.27,171.95,59.073,10.45,9.51,7.31,20.98,11.94,169.78,0.0
ALEESHA,F,1.78,5.33,6.0,4.37,4.33,3.13,45.9,17.787,6.39,6.09,0.0,6.45,5.5,41.24,0.0
ALEEZA,F,2.37,0.0,5.0,2.457,0.0,4.08,65.42,23.167,5.79,6.0,0.0,7.5,5.55,29.23,0.0
ALEIDA,F,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,7.3,5.0,5.0,9.33,7.46,22.95,0.0
ALEIGHA,F,2.0,0.0,9.0,3.667,0.0,1.77,10.11,3.96,7.53,7.58,5.0,6.71,8.41,108.09,0.0
ALEISHA,F,2.26,7.12,5.0,4.793,4.0,4.94,38.95,15.963,5.78,5.97,5.7,5.5,5.69,55.45,0.0
ALEJANDRA,F,2.13,0.0,5.0,2.377,0.0,1.14,5.18,2.107,12.08,14.37,21.75,94.04,24.04,455.5,0.0
ALEJANDRO,M,5.38,6.62,5.0,5.667,0.0,1.63,23.58,8.403,23.57,27.41,29.46,99.74,55.49,1077.35,0.0
ALEK,M,1.43,0.0,5.0,2.143,0.0,1.0,5.67,2.223,5.78,6.78,6.19,12.84,8.96,85.19,0.0
ALEKSANDER,M,2.35,6.5,5.0,4.617,4.17,6.74,60.53,23.813,6.87,7.1,5.37,7.51,8.76,62.04,0.0
ALEKSANDRA,F,2.0,0.0,6.0,2.667,4.86,6.29,62.25,24.467,7.59,8.07,0.0,7.75,6.43,52.68,0.0
ALENA,F,4.09,6.0,5.0,5.03,0.0,1.52,17.95,6.49,8.21,8.95,7.34,11.76,8.21,100.88,0.0
ALENE,F,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,7.91,6.36,5.81,6.03,9.9,67.12,0.0
ALESHA,F,2.42,6.2,6.0,4.873,12.0,8.62,128.4,49.673,6.76,7.94,6.21,8.0,7.7,126.41,0.0
ALESIA,F,1.2,0.0,6.0,2.4,0.0,1.0,9.41,3.47,8.94,8.71,5.0,7.5,8.33,105.04,0.0
ALESSA,F,1.17,0.0,5.0,2.057,0.0,1.0,7.0,2.667,6.12,5.87,5.5,7.54,8.76,41.82,0.0
ALESSANDRA,F,4.27,7.78,6.0,6.017,0.0,1.33,20.75,7.36,12.41,9.07,12.49,24.06,17.6,242.62,0.0
ALESSANDRO,M,3.55,6.0,5.0,4.85,0.0,2.42,53.63,18.683,8.57,6.74,7.14,15.31,16.34,114.08,0.0
ALESSIA,F,2.46,5.4,9.0,5.62,0.0,2.0,51.3,17.767,8.74,6.33,5.0,14.48,10.68,72.53,0.0
ALESSIO,M,1.83,0.0,7.0,2.943,0.0,1.78,21.47,7.75,6.15,0.0,0.0,8.91,6.0,24.0,0.0
ALETA,F,1.12,8.0,8.0,5.707,0.0,1.0,3.0,1.333,6.71,6.76,5.0,8.51,5.54,52.9,0.0
ALETHA,F,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,5.98,6.27,0.0,6.88,5.81,51.84,0.0
ALETHEA,F,1.5,5.5,5.0,4.0,0.0,1.18,9.85,3.677,6.93,6.89,6.0,7.92,7.0,37.5,0.0
ALETTA,F,1.0,0.0,0.0,0.333,0.0,1.0,4.0,1.667,0.0,11.0,0.0,0.0,8.33,10.01,0.0
ALEX,M,40.04,20.45,33.0,31.163,51.21,33.88,1383.37,489.487,49.92,57.72,30.74,84.3,54.82,1944.48,11.89
ALEX,F,5.73,6.54,9.0,7.09,22.53,26.12,147.85,65.5,7.27,8.29,7.24,10.94,8.39,86.66,0.0
ALEXA,F,33.62,33.41,6.0,24.343,10.37,9.16,170.95,63.493,52.28,48.94,37.13,82.47,66.02,1311.25,6.67
ALEXANDER,F,1.17,0.0,0.0,0.39,0.0,93.5,0.0,31.167,7.84,6.5,5.33,15.34,8.07,50.99,0.0
ALEXANDER,M,203.16,95.84,187.0,162.0,61.58,304.67,3376.89,1247.713,132.56,130.96,72.55,211.02,110.82,4669.1,22.86
ALEXANDRA,F,93.4,52.13,5.0,50.177,33.47,53.71,805.95,297.71,75.14,69.85,45.16,103.72,82.62,1964.3,12.84
ALEXANDRE,M,8.04,8.47,5.0,7.17,3.0,1.57,35.53,13.367,6.65,5.87,5.5,11.59,8.42,72.73,0.0
ALEXANDREA,F,2.08,6.0,10.0,6.027,0.0,1.12,5.75,2.29,7.46,10.7,7.87,10.37,8.86,173.06,0.0
ALEXANDRIA,F,20.08,16.63,5.0,13.903,4.45,7.39,54.35,22.063,32.7,49.58,25.29,48.9,60.97,845.64,6.0
ALEXANDRO,M,1.0,0.0,5.0,2.0,0.0,1.0,4.25,1.75,6.69,5.96,8.09,14.12,10.93,77.0,0.0
ALEXANDROS,M,1.2,0.0,6.0,2.4,0.0,1.31,23.68,8.33,5.95,8.5,0.0,6.25,5.5,29.0,0.0
ALEXAVIER,M,1.33,0.0,5.0,2.11,0.0,0.0,3.5,1.167,6.36,6.46,6.37,9.31,15.6,72.96,0.0
ALEXI,F,2.59,0.0,7.0,3.197,0.0,1.42,26.07,9.163,6.12,5.83,6.11,9.53,7.53,86.34,0.0
ALEXIA,F,8.24,8.81,10.0,9.017,4.0,2.57,165.3,57.29,18.73,19.98,19.53,34.16,33.16,500.17,7.0
ALEXIE,F,1.94,0.0,6.0,2.647,0.0,1.0,19.07,6.69,5.25,5.5,5.0,7.85,6.75,40.78,0.0
ALEXINA,F,1.0,0.0,5.0,2.0,0.0,1.44,3.5,1.647,5.0,0.0,0.0,0.0,0.0,6.44,0.0
ALEXIS,M,1.91,6.5,6.0,4.803,0.0,1.08,19.63,6.903,24.3,18.93,24.99,100.28,37.16,566.14,0.0
ALEXIS,F,69.96,45.65,10.0,41.87,14.18,19.17,243.8,92.383,105.37,124.59,77.29,136.39,159.03,4365.54,17.34
ALEXUS,F,2.35,9.0,10.0,7.117,0.0,1.0,10.37,3.79,18.48,17.12,8.79,19.32,25.64,555.21,0.0
ALEXYS,F,1.93,0.0,5.0,2.31,0.0,0.0,3.75,1.25,6.25,7.02,6.22,10.3,8.2,111.97,0.0
ALEXZANDER,M,2.0,5.5,5.0,4.167,0.0,1.83,6.13,2.653,7.21,8.83,8.35,11.81,8.68,155.27,0.0
ALEYAH,F,1.6,0.0,0.0,0.533,0.0,1.0,5.62,2.207,6.26,5.72,5.0,9.06,6.63,74.43,0.0
ALEYNA,F,1.5,0.0,6.0,2.5,3.0,1.25,16.0,6.75,5.84,5.5,5.0,10.89,8.7,48.26,0.0
ALF,M,0.0,0.0,0.0,0.0,0.0,1.0,4.78,1.927,6.0,6.05,0.0,5.0,5.17,12.84,0.0
ALFIE,M,1.86,0.0,0.0,0.62,70.29,90.32,3024.84,1061.817,10.2,5.5,0.0,7.4,0.0,13.54,0.0
ALFONSO,M,1.37,0.0,8.0,3.123,0.0,1.0,5.53,2.177,8.87,7.68,8.55,25.69,16.15,295.78,0.0
ALFRED,M,2.83,23.37,276.0,100.733,3.8,5.1,331.47,113.457,66.07,43.81,14.18,37.36,48.79,1772.82,12.51
ALFREDA,F,1.0,0.0,6.0,2.333,0.0,0.0,0.0,0.0,9.68,7.62,6.0,7.55,7.87,97.21,0.0
ALFREDO,M,1.22,0.0,5.0,2.073,0.0,1.12,6.0,2.373,10.86,9.44,10.95,40.27,27.06,415.48,0.0
ALFY,M,0.0,0.0,0.0,0.0,0.0,1.4,5.59,2.33,0.0,0.0,0.0,0.0,0.0,15.0,0.0
ALGER,M,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,12.24,0.0
ALGERNON,M,0.0,0.0,0.0,0.0,0.0,1.0,3.67,1.557,5.1,0.0,0.0,0.0,6.0,11.01,0.0
ALGIE,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.33,0.0,0.0,0.0,5.96,15.76,0.0
ALI,F,3.79,6.0,5.0,4.93,0.0,2.14,3.2,1.78,7.18,7.99,6.22,8.19,9.03,193.9,0.0
ALI,M,29.64,11.11,5.0,15.25,4.12,11.83,366.84,127.597,15.97,16.57,8.62,21.28,11.47,268.34,0.0
ALIA,F,5.92,6.45,9.0,7.123,0.0,2.35,44.35,15.567,8.36,7.37,6.74,11.82,8.35,152.31,0.0
ALIAH,F,1.64,0.0,5.0,2.213,0.0,1.11,6.95,2.687,6.45,6.34,6.47,12.43,9.1,93.05,0.0
ALIANA,F,1.64,0.0,7.0,2.88,0.0,1.0,8.87,3.29,8.97,7.5,7.58,11.34,13.3,132.97,0.0
ALIANNA,F,2.55,0.0,8.0,3.517,0.0,1.0,4.67,1.89,7.46,6.5,7.86,8.79,10.32,101.16,0.0
ALICE,F,14.96,26.42,317.0,119.46,31.05,50.9,1650.95,577.633,115.51,106.64,31.32,64.83,97.78,4062.76,21.83
ALICIA,F,28.81,44.84,5.0,26.217,20.32,22.98,581.3,208.2,49.8,54.99,28.55,76.29,67.55,1664.6,10.39
ALICJA,F,1.17,0.0,9.0,3.39,5.5,11.3,64.0,26.933,7.0,6.71,0.0,0.0,0.0,11.52,0.0
ALIDA,F,1.7,5.0,5.0,3.9,0.0,1.0,3.5,1.5,6.35,5.33,0.0,6.87,5.33,32.1,0.0
ALIJAH,M,1.18,0.0,5.0,2.06,0.0,0.0,6.0,2.0,10.86,10.51,8.38,11.99,13.44,272.71,0.0
ALIKA,F,1.37,0.0,0.0,0.457,0.0,1.0,4.53,1.843,0.0,0.0,0.0,5.0,5.0,11.46,0.0
ALIKI,F,1.0,0.0,0.0,0.333,0.0,1.0,4.0,1.667,0.0,0.0,0.0,0.0,0.0,5.33,0.0
ALINA,F,8.0,12.09,5.0,8.363,0.0,3.83,104.7,36.177,13.74,12.12,12.88,32.54,15.08,318.39,6.0
ALINE,F,1.4,0.0,9.0,3.467,0.0,1.38,4.08,1.82,7.82,7.01,5.0,10.02,14.06,105.02,5.67
ALIS,F,0.0,0.0,0.0,0.0,0.0,1.0,6.11,2.37,5.0,0.0,0.0,6.0,6.0,9.61,0.0
ALISA,F,4.22,7.5,8.0,6.573,0.0,2.31,36.95,13.087,12.53,11.76,8.13,18.5,14.02,461.0,0.0
ALISE,F,1.08,0.0,5.0,2.027,0.0,1.44,10.87,4.103,5.5,5.71,0.0,6.63,6.14,33.11,0.0
ALISHA,F,15.0,24.45,6.0,15.15,15.11,22.24,665.2,234.183,21.44,26.41,15.08,28.1,28.76,815.88,5.25
ALISHBA,F,2.27,0.0,13.0,5.09,0.0,3.27,63.63,22.3,5.9,6.5,0.0,6.0,6.5,25.6,0.0
ALISHIA,F,1.5,0.0,6.0,2.5,0.0,1.5,16.24,5.913,5.8,5.87,6.0,6.27,6.0,51.09,0.0
ALISIA,F,1.25,0.0,7.0,2.75,0.0,1.0,15.45,5.483,5.29,5.51,0.0,7.92,5.98,50.28,0.0
ALISON,F,16.77,33.89,5.0,18.553,7.2,127.63,55.4,63.41,37.44,33.67,14.92,39.83,26.51,1023.45,8.11
ALISSA,F,7.92,8.54,7.0,7.82,3.0,2.66,42.65,16.103,14.06,19.95,10.19,22.48,15.88,551.84,5.0
ALISSON,F,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,8.86,6.69,8.86,16.1,13.61,89.92,0.0
ALISTAIR,M,3.32,7.0,5.0,5.107,3.75,91.17,139.05,77.99,5.93,6.05,5.0,7.88,6.97,34.31,0.0
ALISTER,M,1.93,5.0,0.0,2.31,3.0,7.43,12.95,7.793,0.0,0.0,0.0,7.07,5.8,19.47,0.0
ALITA,F,1.45,6.0,0.0,2.483,0.0,1.0,4.0,1.667,5.33,5.0,0.0,6.5,5.0,17.02,0.0
ALIVIA,F,8.47,14.58,12.0,11.683,5.5,3.25,38.63,15.793,21.57,31.92,13.56,15.15,22.78,526.44,5.6
ALIX,F,4.17,7.4,5.0,5.523,3.78,14.59,41.1,19.823,5.78,5.79,6.12,8.04,6.65,41.41,0.0
ALIX,M,1.45,0.0,0.0,0.483,0.0,1.42,10.11,3.843,5.57,0.0,0.0,6.5,6.2,16.0,0.0
ALIYA,F,6.24,9.95,5.0,7.063,3.0,2.76,77.75,27.837,8.55,9.4,8.5,10.95,9.43,175.2,0.0
ALIYAH,F,14.68,15.61,5.0,11.763,5.4,4.67,170.85,60.307,25.32,25.11,16.62,44.79,39.76,776.91,6.0
ALIYANA,F,1.14,0.0,0.0,0.38,0.0,0.0,3.33,1.11,5.73,5.92,8.9,8.62,11.29,76.82,0.0
ALIZA,F,3.79,5.75,7.0,5.513,0.0,4.05,88.75,30.933,9.41,7.25,6.39,11.33,8.86,126.49,5.0
ALIZAH,F,1.25,0.0,0.0,0.417,0.0,1.25,14.08,5.11,5.0,5.0,0.0,8.23,7.46,29.87,0.0
ALIZE,F,1.33,0.0,0.0,0.443,0.0,1.0,3.64,1.547,7.86,6.99,8.25,18.27,11.55,182.31,0.0
ALLAN,M,10.16,47.85,132.0,63.337,6.0,115.38,24.32,48.567,22.63,26.7,8.17,23.3,13.28,687.91,6.94
ALLANA,F,1.45,0.0,5.0,2.15,0.0,9.53,16.9,8.81,5.42,5.22,0.0,6.41,7.63,35.69,0.0
ALLANNAH,F,1.22,0.0,0.0,0.407,0.0,1.64,4.54,2.06,0.0,0.0,0.0,0.0,0.0,12.24,0.0
ALLARD,M,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,5.0,0.0,0.0,0.0,0.0,7.62,0.0
ALLAYNA,F,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.5,17.12,0.0
ALLEGRA,F,2.06,6.0,5.0,4.353,0.0,1.64,30.2,10.613,6.1,6.3,6.5,8.08,6.04,39.74,0.0
ALLEN,M,6.24,19.8,51.0,25.68,0.0,5.21,9.63,4.947,51.42,60.19,16.71,46.18,56.59,1950.37,10.87
ALLENE,F,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,9.01,6.52,5.0,6.71,9.68,66.23,0.0
ALLI,F,2.38,0.0,0.0,0.793,0.0,1.5,3.0,1.5,5.99,6.33,5.67,6.17,7.23,101.26,0.0
ALLIE,F,6.5,7.17,5.0,6.223,4.67,4.57,7.47,5.57,14.22,18.4,13.16,15.96,23.6,334.81,5.0
ALLISON,F,35.46,34.06,6.0,25.173,0.0,20.34,7.67,9.337,90.08,99.26,35.16,95.88,96.01,2674.87,12.02
ALLISSA,F,1.31,0.0,5.0,2.103,0.0,1.0,3.6,1.533,5.45,5.8,5.0,7.24,5.84,43.28,0.0
ALLISYN,F,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,6.4,22.12,0.0
ALLIYAH,F,1.62,0.0,7.0,2.873,0.0,1.43,10.15,3.86,6.85,6.95,5.5,8.04,6.67,124.36,0.0
ALLY,F,5.64,6.29,5.0,5.643,4.0,3.32,9.67,5.663,10.19,10.24,7.5,11.36,12.68,277.74,0.0
ALLYCIA,F,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.6,0.0
ALLYN,M,2.0,0.0,0.0,0.667,0.0,1.67,0.0,0.557,6.14,5.76,0.0,5.65,0.0,29.68,0.0
ALLYSA,F,2.16,5.0,8.0,5.053,0.0,1.0,3.5,1.5,5.86,6.02,6.0,9.76,6.99,60.17,0.0
ALLYSON,F,6.92,6.4,5.0,6.107,0.0,4.68,3.8,2.827,17.56,18.75,9.86,21.66,21.63,694.82,7.0
ALLYSSA,F,2.88,6.25,6.0,5.043,0.0,1.0,4.44,1.813,7.2,8.37,6.82,12.18,7.64,144.07,0.0
ALMA,F,2.11,7.97,121.0,43.693,0.0,1.82,26.1,9.307,31.06,29.34,9.98,29.95,59.18,1162.01,7.58
ALOIS,M,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,6.94,7.27,0.0,5.0,7.47,27.07,0.0
ALON,M,1.0,0.0,0.0,0.333,0.0,1.0,4.0,1.667,5.73,0.0,0.0,6.47,0.0,16.62,0.0
ALONA,F,1.0,0.0,0.0,0.333,0.0,1.0,3.4,1.467,6.26,5.6,0.0,6.33,6.52,29.85,0.0
ALONDRA,F,1.11,0.0,7.0,2.703,0.0,0.0,0.0,0.0,15.58,18.47,30.94,87.87,32.73,654.02,0.0
ALONSO,M,1.33,0.0,6.0,2.443,0.0,1.0,6.33,2.443,6.15,7.18,11.01,18.73,9.87,92.62,0.0
ALONZO,M,1.83,0.0,8.0,3.277,0.0,0.0,3.78,1.26,9.89,9.2,8.12,14.81,13.5,294.55,0.0
ALORA,F,4.05,5.5,6.0,5.183,0.0,1.0,4.33,1.777,6.16,5.95,5.92,8.27,6.75,73.06,0.0
ALOYSIUS,M,1.0,0.0,5.0,2.0,0.0,1.0,3.0,1.333,9.54,8.31,0.0,5.0,6.0,40.66,0.0
ALPHONSE,M,1.36,0.0,13.0,4.787,0.0,1.0,4.0,1.667,12.22,7.77,0.0,5.8,7.3,74.43,5.0
ALPHONSO,M,1.0,0.0,0.0,0.333,0.0,0.0,3.0,1.0,9.18,6.98,0.0,10.05,7.9,114.11,0.0
ALPHONZO,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.65,6.0,0.0,0.0,6.0,19.47,0.0
ALSTON,M,1.0,0.0,0.0,0.333,0.0,1.0,3.0,1.333,6.64,0.0,0.0,7.67,5.25,21.22,0.0
ALTA,F,1.0,0.0,10.0,3.667,0.0,1.0,0.0,0.333,8.84,13.72,8.36,9.7,15.21,210.52,5.0
ALTER,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.19,0.0,0.0,0.0,0.0,8.03,0.0
ALTHEA,F,2.67,5.0,5.0,4.223,0.0,1.09,8.0,3.03,8.89,6.81,5.5,6.42,7.84,120.54,5.0
ALTON,M,1.36,0.0,8.0,3.12,0.0,1.0,4.0,1.667,13.84,7.91,5.68,8.1,21.74,340.12,6.08
ALUN,M,1.0,0.0,0.0,0.333,0.0,3.52,7.83,3.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALVA,F,1.2,0.0,7.0,2.733,0.0,1.17,4.25,1.807,6.49,6.25,0.0,7.13,7.52,63.27,0.0
ALVA,M,1.0,0.0,7.0,2.667,0.0,1.0,0.0,0.333,6.42,9.63,5.45,5.61,8.38,85.32,0.0
ALVAH,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46,0.0,0.0,0.0,0.0,18.08,0.0
ALVARO,M,1.0,0.0,5.0,2.0,0.0,1.0,6.4,2.467,7.31,6.62,8.99,23.13,11.72,140.88,0.0
ALVENA,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.26,0.0,0.0,5.0,17.4,0.0
ALVIN,M,5.64,10.0,68.0,27.88,3.0,1.71,28.47,11.06,30.43,36.08,10.96,23.5,46.72,1158.51,5.29
ALVINA,F,1.5,0.0,6.0,2.5,0.0,1.0,6.69,2.563,5.85,10.57,6.84,5.65,6.28,75.63,0.0
ALVIS,M,1.17,0.0,0.0,0.39,0.0,1.0,3.0,1.333,7.21,5.0,0.0,5.33,7.56,39.97,0.0
ALVITA,F,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.64,0.0
ALWIN,M,1.0,0.0,0.0,0.333,0.0,1.0,3.6,1.533,5.0,6.0,0.0,5.0,0.0,10.48,0.0
ALWYN,M,1.0,0.0,6.0,2.333,0.0,1.17,4.54,1.903,0.0,0.0,0.0,0.0,0.0,9.17,0.0
ALYANA,F,1.37,0.0,5.0,2.123,0.0,1.0,3.6,1.533,5.68,5.5,5.25,8.94,8.49,52.87,0.0
ALYANNA,F,1.85,0.0,6.0,2.617,0.0,1.0,3.0,1.333,6.0,6.17,5.5,8.66,9.02,53.0,0.0
ALYCE,F,1.09,0.0,6.0,2.363,0.0,1.11,7.68,2.93,7.79,10.9,5.48,7.58,6.13,127.31,0.0
ALYCIA,F,5.1,9.24,5.0,6.447,0.0,1.33,13.45,4.927,7.85,7.61,7.01,10.0,6.73,131.18,0.0
ALYNA,F,1.33,0.0,5.0,2.11,0.0,1.0,4.0,1.667,5.45,5.4,7.0,13.82,11.25,60.03,0.0
ALYS,F,1.0,0.0,0.0,0.333,0.0,1.38,54.3,18.56,5.0,0.0,0.0,5.0,5.0,10.78,0.0
ALYSA,F,2.95,6.0,5.0,4.65,0.0,1.25,5.08,2.11,7.28,7.6,7.08,10.03,8.15,114.05,0.0
ALYSE,F,2.15,5.5,5.0,4.217,0.0,1.0,4.43,1.81,7.25,7.3,6.99,8.71,7.76,72.65,0.0
ALYSHA,F,11.65,21.43,5.0,12.693,3.5,3.75,64.6,23.95,8.62,9.37,7.87,10.55,8.11,187.12,0.0
ALYSIA,F,2.59,6.29,7.0,5.293,0.0,1.44,26.4,9.28,7.09,7.53,6.68,9.82,7.38,138.23,0.0
ALYSON,F,5.12,7.43,6.0,6.183,3.0,12.41,4.64,6.683,12.18,11.78,8.12,13.58,12.64,378.15,5.75
ALYSSA,F,100.56,64.45,5.0,56.67,9.53,18.32,237.0,88.283,109.86,124.27,67.02,180.92,147.05,4755.41,15.94
ALYSSIA,F,2.37,5.0,5.0,4.123,0.0,2.0,52.4,18.133,6.63,6.33,6.03,9.56,7.05,99.07,0.0
