name,gender,AB_avgVal,BC_avgVal,OT_avgVal,CN_avgVal,NI_avgVal,SC_avgVal,EW_avgVal,UK_avgVal,13_avgVal,BS_avgVal,FS_avgVal,PC_avgVal,TE_avgVal,USA_avgVal,VR_avgVal
RYLIN,F,2.31,0.0,6.0,2.77,0.0,1.0,0.0,0.333,5.37,5.6,5.0,8.73,6.05,60.88,0.0
RYLYNN,F,2.0,0.0,5.0,2.333,0.0,0.0,0.0,0.0,5.97,8.49,5.5,7.96,6.82,70.68,0.0
RYNE,M,1.25,0.0,7.0,2.75,0.0,1.0,0.0,0.333,6.2,8.4,6.5,6.53,6.54,97.48,0.0
SAAD,M,2.35,0.0,6.0,2.783,0.0,1.55,33.37,11.64,6.83,6.07,0.0,7.17,6.5,45.22,0.0
SAANVI,F,2.2,0.0,6.0,2.733,0.0,1.43,26.67,9.367,10.2,7.94,6.71,16.63,10.24,173.14,0.0
SABA,F,1.94,0.0,6.0,2.647,0.0,1.42,39.45,13.623,5.61,5.5,0.0,8.04,5.58,29.16,0.0
SABAH,F,1.17,0.0,5.0,2.057,0.0,1.81,50.3,17.37,7.33,0.0,0.0,5.33,0.0,11.66,0.0
SABAS,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43,6.86,8.26,0.0
SABASTIAN,M,2.2,0.0,5.0,2.4,0.0,0.0,3.4,1.133,6.08,6.83,5.84,7.86,6.96,65.19,0.0
SABELLA,F,1.67,0.0,0.0,0.557,0.0,1.33,3.33,1.553,5.37,5.0,0.0,9.67,8.57,30.46,0.0
SABIA,F,1.0,0.0,0.0,0.333,0.0,1.0,6.1,2.367,0.0,0.0,0.0,0.0,0.0,5.0,0.0
SABINA,F,2.1,6.0,5.0,4.367,0.0,1.81,25.45,9.087,6.94,5.84,5.2,8.94,7.42,53.2,0.0
SABINE,F,1.72,5.4,5.0,4.04,0.0,1.31,8.11,3.14,6.29,5.67,5.5,9.04,7.03,40.98,0.0
SABRENA,F,1.0,0.0,0.0,0.333,0.0,1.0,4.0,1.667,5.76,5.5,0.0,6.32,6.1,33.97,0.0
SABRINA,F,22.96,27.94,9.0,19.967,3.67,5.49,120.8,43.32,45.33,33.74,20.59,72.48,55.34,1792.19,6.63
SABRYNA,F,1.11,0.0,7.0,2.703,0.0,1.0,0.0,0.333,6.0,0.0,5.0,7.3,5.75,21.86,0.0
SACHA,M,1.67,7.0,7.0,5.223,0.0,1.16,22.79,7.983,5.6,0.0,0.0,6.71,0.0,10.12,0.0
SACHA,F,1.56,7.5,11.0,6.687,4.2,3.97,38.3,15.49,5.75,5.17,5.0,6.96,5.91,39.04,0.0
SACHIN,M,2.0,0.0,6.0,2.667,0.0,1.6,33.05,11.55,6.18,5.4,0.0,6.76,6.5,27.43,0.0
SADA,F,1.33,0.0,0.0,0.443,0.0,0.0,3.5,1.167,6.27,6.33,0.0,5.5,5.0,14.14,0.0
SADE,F,1.14,0.0,5.0,2.047,0.0,1.25,26.7,9.317,15.87,11.75,5.5,15.08,11.09,296.58,0.0
SADEE,F,1.08,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,5.75,6.5,5.5,24.31,0.0
SADHBH,F,0.0,0.0,0.0,0.0,4.5,1.0,3.37,2.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SADIA,F,1.37,0.0,5.0,2.123,0.0,3.11,62.3,21.803,7.52,5.0,0.0,5.8,0.0,25.77,0.0
SADIE,F,36.42,23.52,54.0,37.98,8.9,10.92,263.25,94.357,28.47,20.98,19.9,24.95,31.0,837.05,9.0
SAFA,F,3.07,0.0,5.0,2.69,0.0,3.69,164.95,56.213,6.43,7.69,0.0,7.84,7.67,41.97,0.0
SAFFRON,F,1.46,0.0,5.0,2.153,3.78,4.59,185.8,64.723,0.0,0.0,0.0,7.0,0.0,19.56,0.0
SAFIA,F,1.68,0.0,6.0,2.56,0.0,1.81,59.35,20.387,5.3,5.56,0.0,6.45,5.67,27.92,0.0
SAFIYA,F,1.53,0.0,9.0,3.51,4.0,1.23,62.35,22.527,6.31,6.17,0.0,5.96,6.27,36.49,0.0
SAGE,M,5.0,7.0,5.0,5.667,0.0,1.0,3.87,1.623,7.88,7.27,8.5,12.16,9.3,178.76,0.0
SAGE,F,11.42,12.62,10.0,11.347,0.0,1.0,5.92,2.307,12.33,10.9,13.69,16.94,12.4,300.96,6.75
SAHANA,F,1.46,6.25,6.0,4.57,0.0,1.2,10.0,3.733,7.19,6.67,0.0,12.81,8.48,70.92,0.0
SAHAR,F,2.67,0.0,8.0,3.557,0.0,1.43,31.0,10.81,6.21,5.75,0.0,13.81,6.71,44.27,0.0
SAHARA,F,2.19,6.08,5.0,4.423,0.0,1.7,23.9,8.533,6.99,5.68,6.27,10.08,8.18,73.81,0.0
SAHASRA,F,1.0,0.0,0.0,0.333,0.0,1.0,7.0,2.667,6.43,6.01,0.0,10.7,7.8,86.55,0.0
SAHIB,M,4.21,16.94,5.0,8.717,0.0,1.4,22.84,8.08,6.75,0.0,0.0,10.94,0.0,18.67,0.0
SAHIL,M,3.84,13.05,11.0,9.297,0.0,1.33,68.68,23.337,7.31,6.33,0.0,22.07,7.7,74.06,0.0
SAID,M,1.68,0.0,6.0,2.56,0.0,1.0,16.95,5.983,6.04,6.18,6.39,10.94,8.55,45.26,0.0
SAIF,M,1.87,0.0,7.0,2.957,0.0,4.0,75.63,26.543,7.25,5.93,0.0,8.12,7.17,41.83,0.0
SAIGE,F,5.68,6.5,6.0,6.06,0.0,1.0,3.0,1.333,9.23,7.51,8.38,9.36,10.27,210.07,0.0
SAIGE,M,1.14,0.0,0.0,0.38,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.67,6.0,25.42,0.0
SAIMA,F,1.0,0.0,6.0,2.333,0.0,2.8,42.8,15.2,6.12,5.0,0.0,5.0,5.0,9.83,0.0
SAIRA,F,1.21,6.0,6.0,4.403,0.0,2.84,54.1,18.98,5.67,6.22,5.37,13.55,8.92,58.26,0.0
SALENA,F,1.47,0.0,5.0,2.157,0.0,1.0,4.75,1.917,6.53,6.28,5.8,9.57,5.87,50.09,0.0
SALINA,F,2.25,0.0,9.0,3.75,0.0,1.0,10.65,3.883,6.59,6.6,7.05,16.24,7.09,60.94,0.0
SALLIE,F,1.0,0.0,0.0,0.333,0.0,1.0,5.8,2.267,19.31,7.92,5.65,8.67,21.45,365.57,0.0
SALLY,F,4.08,12.38,5.0,7.153,4.22,19.22,103.25,42.23,44.08,59.57,17.71,43.53,30.82,1494.33,15.95
SALMA,F,4.75,5.0,8.0,5.917,0.0,2.47,107.1,36.523,10.43,9.76,8.27,17.41,16.77,167.47,0.0
SALMAN,M,2.6,0.0,8.0,3.533,0.0,1.79,42.16,14.65,6.12,7.06,6.5,6.47,6.21,40.66,0.0
SALOME,F,1.71,0.0,7.0,2.903,0.0,1.0,7.1,2.7,6.31,5.0,0.0,7.21,10.47,23.79,0.0
SALOMON,M,1.0,0.0,0.0,0.333,0.0,0.0,3.0,1.0,5.38,5.6,0.0,12.96,7.89,28.87,0.0
SALVADOR,M,1.0,0.0,0.0,0.333,0.0,1.0,8.25,3.083,7.84,8.85,9.25,49.32,16.7,381.39,0.0
SALVADORE,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77,0.0,0.0,5.47,6.29,14.1,0.0
SALVATOR,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42,0.0,0.0,0.0,0.0,12.76,0.0
SALVATORE,M,1.31,5.33,7.0,4.547,0.0,1.4,8.16,3.187,41.02,9.81,5.7,9.75,7.52,435.03,0.0
SAM,F,1.37,0.0,0.0,0.457,0.0,2.73,7.08,3.27,0.0,0.0,0.0,5.67,5.38,12.46,0.0
SAM,M,12.52,12.72,25.0,16.747,45.0,86.52,957.11,362.877,23.14,19.79,8.63,17.43,36.72,902.93,7.0
SAMANTA,F,1.0,0.0,7.0,2.667,5.0,2.0,20.33,9.11,5.96,6.17,5.67,10.64,7.95,41.6,0.0
SAMANTHA,F,154.08,115.02,5.0,91.367,18.67,181.68,599.85,266.733,206.26,216.3,96.69,278.44,212.77,4127.31,29.18
SAMARA,F,7.69,8.04,5.0,6.91,3.87,2.35,39.3,15.173,11.34,9.4,11.06,11.81,11.17,192.09,5.0
SAMARAH,F,1.08,0.0,5.0,2.027,0.0,1.0,7.36,2.787,6.14,5.58,8.0,8.57,9.43,45.0,0.0
SAMARIA,F,1.0,0.0,0.0,0.333,0.0,1.0,3.67,1.557,7.36,6.89,5.0,10.2,8.7,70.48,0.0
SAMATHA,F,1.1,0.0,6.0,2.367,0.0,1.0,0.0,0.333,6.47,6.76,5.3,7.25,6.62,83.98,0.0
SAMAYA,F,1.33,5.0,9.0,5.11,0.0,1.2,5.14,2.113,7.46,6.63,5.0,9.59,7.83,94.87,0.0
SAMEER,M,2.61,5.33,5.0,4.313,0.0,1.52,58.21,19.91,6.82,6.23,0.0,11.73,6.68,57.73,0.0
SAMEUL,M,1.0,0.0,0.0,0.333,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0
SAMI,M,3.33,5.0,7.0,5.11,0.0,2.83,116.74,39.857,7.4,7.6,5.0,9.73,8.54,65.19,0.0
SAMIA,F,2.16,0.0,5.0,2.387,0.0,1.88,36.8,12.893,6.47,6.24,7.0,8.04,7.21,45.64,0.0
SAMIR,M,2.68,5.0,5.0,4.227,0.0,1.94,57.0,19.647,10.73,7.05,5.33,12.2,7.61,121.83,0.0
SAMIRA,F,3.17,5.0,5.0,4.39,0.0,1.61,60.4,20.67,8.25,7.51,6.62,14.34,11.36,109.04,0.0
SAMIYA,F,1.5,0.0,6.0,2.5,0.0,1.3,26.1,9.133,9.31,7.8,0.0,8.07,8.63,91.03,0.0
SAMIYAH,F,1.0,0.0,0.0,0.333,0.0,1.25,15.6,5.617,11.57,8.58,0.0,9.79,8.72,121.03,0.0
SAMMI,F,1.25,7.0,6.0,4.75,0.0,1.68,6.11,2.597,7.89,5.0,0.0,6.17,5.55,24.76,0.0
SAMMIE,M,1.0,0.0,0.0,0.333,0.0,1.0,3.83,1.61,11.97,6.58,5.0,7.03,16.12,155.01,0.0
SAMMUEL,M,1.0,0.0,0.0,0.333,0.0,0.0,3.25,1.083,5.33,0.0,0.0,8.7,5.45,24.92,0.0
SAMMY,M,2.12,5.0,8.0,5.04,3.0,2.0,31.42,12.14,13.72,8.29,7.23,11.18,25.49,361.01,0.0
SAMSON,M,4.71,6.15,8.0,6.287,4.0,1.47,48.47,17.98,7.27,7.17,6.37,10.53,7.61,69.76,0.0
SAMUAL,M,1.86,0.0,7.0,2.953,0.0,1.09,26.84,9.31,5.31,6.0,5.5,6.14,5.71,42.15,0.0
SAMUEL,M,130.96,52.36,155.0,112.773,82.89,119.74,4793.68,1665.437,152.78,120.86,54.03,140.52,161.41,5358.93,19.31
SAMYA,F,1.0,0.0,0.0,0.333,0.0,1.0,6.0,2.333,8.31,7.9,0.0,10.4,7.6,90.78,0.0
SANA,F,3.32,6.25,6.0,5.19,0.0,4.15,155.85,53.333,7.07,7.3,0.0,11.25,7.67,57.78,0.0
SANAA,F,1.65,0.0,8.0,3.217,0.0,1.67,35.75,12.473,14.86,8.29,5.0,17.4,10.22,142.03,0.0
SANDERS,M,1.5,0.0,0.0,0.5,0.0,1.0,0.0,0.333,6.11,0.0,0.0,5.0,5.28,16.54,0.0
SANDFORD,M,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.333,5.0,0.0,0.0,0.0,0.0,8.1,0.0
SANDI,F,1.25,6.25,6.0,4.5,0.0,2.03,4.0,2.01,7.1,7.75,6.05,11.44,7.5,124.21,0.0
SANDIE,F,1.0,0.0,0.0,0.333,0.0,4.95,5.0,3.317,5.48,6.1,0.0,6.56,6.04,36.69,0.0
SANDRA,F,8.36,129.68,5.0,47.68,3.14,24.98,42.45,23.523,206.39,255.5,60.92,199.0,219.62,7793.1,49.57
SANDRO,M,1.27,0.0,7.0,2.757,0.0,1.0,4.87,1.957,6.29,6.83,0.0,9.44,6.08,26.95,0.0
SANDY,M,1.36,6.47,5.0,4.277,0.0,9.86,3.62,4.493,8.64,6.53,5.0,8.59,6.81,76.19,0.0
SANDY,F,3.0,9.61,7.0,6.537,0.0,1.63,7.44,3.023,18.56,29.11,11.36,30.96,24.51,683.52,5.8
SANFORD,M,0.0,0.0,5.0,1.667,0.0,0.0,0.0,0.0,9.88,7.47,5.0,7.52,6.85,109.59,5.0
SANIA,F,1.36,0.0,9.0,3.453,0.0,1.33,24.4,8.577,7.48,7.13,0.0,10.07,7.55,49.21,0.0
SANIYA,F,1.25,0.0,8.0,3.083,0.0,1.46,21.7,7.72,14.99,9.77,6.0,11.38,14.64,223.12,0.0
SANIYAH,F,1.0,0.0,5.0,2.0,0.0,1.0,10.61,3.87,16.3,9.36,6.17,11.65,12.32,279.74,0.0
SANJANA,F,1.09,6.0,7.0,4.697,0.0,1.5,15.11,5.537,6.63,6.39,5.0,12.11,8.2,77.88,0.0
SANJAY,M,1.27,5.0,5.0,3.757,0.0,1.33,15.68,5.67,5.91,5.68,0.0,7.68,6.92,43.17,0.0
SANNA,F,1.64,0.0,0.0,0.547,0.0,1.65,17.25,6.3,0.0,0.0,0.0,5.0,0.0,9.75,0.0
SANTA,F,0.0,0.0,5.0,1.667,0.0,1.0,3.0,1.333,8.55,6.86,0.0,6.78,7.75,36.7,0.0
SANTANA,F,3.0,5.56,8.0,5.52,0.0,1.33,5.13,2.153,9.01,6.38,6.55,9.27,9.56,100.79,0.0
SANTIAGO,M,8.33,8.6,11.0,9.31,3.0,2.62,35.89,13.837,16.35,15.95,17.66,40.67,29.14,373.82,0.0
SANTINA,F,1.36,0.0,6.0,2.453,0.0,1.0,4.5,1.833,7.76,5.5,0.0,5.89,0.0,25.78,0.0
SANTINO,M,2.08,0.0,5.0,2.36,0.0,1.64,22.84,8.16,10.63,8.39,8.59,14.79,9.16,111.35,0.0
SANTO,M,1.0,0.0,5.0,2.0,0.0,1.0,3.0,1.333,9.2,5.91,0.0,5.0,0.0,42.28,0.0
SANTOS,M,1.0,0.0,0.0,0.333,0.0,0.0,4.6,1.533,7.11,5.88,8.34,11.72,18.75,135.09,0.0
SANVI,F,2.6,0.0,6.0,2.867,0.0,1.75,12.55,4.767,6.11,6.67,5.0,16.33,7.75,66.92,0.0
SANYA,F,1.62,0.0,7.0,2.873,0.0,1.08,14.3,5.127,5.78,6.67,0.0,9.14,6.44,29.05,0.0
SAOIRSE,F,2.15,7.0,6.0,5.05,21.11,5.15,45.05,23.77,6.36,6.19,0.0,8.65,6.33,48.91,0.0
SAPHIRA,F,3.1,0.0,8.0,3.7,0.0,1.0,5.92,2.307,6.55,7.0,5.83,7.81,7.67,71.62,0.0
SAPPHIRA,F,1.78,0.0,0.0,0.593,0.0,1.0,5.06,2.02,0.0,0.0,0.0,6.33,5.0,15.21,0.0
SAPPHIRE,F,1.95,6.0,5.0,4.317,0.0,2.27,90.85,31.04,7.16,5.75,5.25,7.74,6.61,75.03,0.0
SARA,F,65.69,50.0,12.0,42.563,18.63,56.88,471.0,182.17,83.45,92.37,35.03,91.12,80.61,3081.07,17.19
SARAH,F,206.85,122.42,171.0,166.757,163.68,416.78,1195.45,591.97,208.69,204.67,74.9,206.84,217.06,7832.83,34.51
SARAHI,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.95,6.89,8.18,21.22,11.32,162.23,0.0
SARAI,F,1.36,0.0,5.0,2.12,0.0,1.0,11.75,4.25,12.32,8.48,9.78,27.48,14.24,272.45,0.0
SARAN,F,1.0,0.0,0.0,0.333,0.0,1.0,5.61,2.203,5.33,0.0,0.0,6.0,0.0,11.81,0.0
SARI,F,1.29,0.0,5.0,2.097,0.0,1.0,3.17,1.39,7.02,6.21,0.0,7.27,6.5,34.23,0.0
SARINA,F,3.0,6.17,7.0,5.39,0.0,1.27,25.25,8.84,7.21,6.81,6.22,10.21,8.0,104.48,0.0
SARIYAH,F,1.67,0.0,0.0,0.557,0.0,1.0,4.8,1.933,8.87,6.96,0.0,17.46,10.07,142.78,0.0
SARRA,F,1.0,0.0,6.0,2.333,0.0,1.55,3.8,1.783,0.0,0.0,0.0,5.57,0.0,15.59,0.0
SASHA,F,13.5,14.95,5.0,11.15,11.65,11.2,277.75,100.2,18.26,13.19,9.87,25.72,18.56,576.26,5.0
SASKIA,F,1.67,5.5,5.0,4.057,4.14,6.26,166.85,59.083,6.62,0.0,0.0,6.27,5.0,18.12,0.0
SAUL,M,2.32,5.0,5.0,4.107,6.61,8.53,80.16,31.767,12.57,9.3,14.3,43.78,15.09,284.75,0.0
SAUNDRA,F,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,12.01,12.46,6.99,12.55,11.0,200.43,0.0
SAVANA,F,2.43,5.0,7.0,4.81,0.0,1.33,8.33,3.22,7.69,7.26,6.74,9.17,8.16,142.83,0.0
SAVANAH,F,3.8,6.37,6.0,5.39,0.0,1.55,10.55,4.033,7.71,9.08,8.18,16.11,10.37,113.73,0.0
SAVANNA,F,10.85,9.63,7.0,9.16,4.0,2.74,43.9,16.88,17.18,18.64,14.21,24.76,24.63,573.4,5.0
SAVANNAH,F,38.16,29.5,10.0,25.887,7.2,10.26,271.55,96.337,70.16,75.61,50.96,111.29,104.28,1133.57,10.0
SAWYER,F,8.17,12.17,5.0,8.447,0.0,1.33,4.67,2.0,11.8,14.34,11.24,13.24,13.94,193.03,8.0
SAWYER,M,26.8,27.82,6.0,20.207,0.0,1.57,12.36,4.643,23.01,32.53,22.97,30.95,31.42,914.49,13.67
SAXON,M,1.56,0.0,0.0,0.52,0.0,1.0,12.37,4.457,0.0,0.0,0.0,6.59,6.36,28.62,0.0
SAYLOR,F,1.85,0.0,0.0,0.617,0.0,0.0,0.0,0.0,8.94,6.8,6.61,8.98,10.17,135.67,0.0
SCARLET,F,4.95,9.33,10.0,8.093,4.67,4.14,204.7,71.17,11.12,12.09,10.23,16.05,10.2,135.82,5.0
SCARLETT,F,23.86,39.92,6.0,23.26,32.36,21.07,1207.25,420.227,28.86,34.25,32.51,49.96,26.51,551.39,7.17
SCARLETTE,F,3.36,5.0,6.0,4.787,0.0,1.0,17.24,6.08,7.14,6.78,7.41,15.17,9.56,41.39,0.0
SCHUYLER,M,1.22,0.0,0.0,0.407,0.0,0.0,0.0,0.0,6.31,5.66,5.5,7.96,6.2,34.08,0.0
SCOT,M,1.27,0.0,7.0,2.757,3.0,7.49,6.14,5.543,9.3,13.12,6.89,13.54,7.08,182.31,0.0
SCOTT,F,1.0,0.0,0.0,0.333,0.0,181.33,0.0,60.443,6.29,6.56,0.0,7.21,5.77,45.03,0.0
SCOTT,M,58.48,104.35,6.0,56.277,51.42,607.14,618.95,425.837,172.97,274.19,85.87,209.26,99.46,5660.91,44.53
SCOTTIE,M,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,11.0,8.26,5.0,7.14,11.79,102.52,0.0
SCOTTY,M,1.5,0.0,6.0,2.5,0.0,1.0,3.0,1.333,10.57,9.31,6.42,9.35,16.5,184.57,0.0
SCOUT,M,1.17,0.0,0.0,0.39,0.0,1.0,0.0,0.333,5.0,5.5,5.0,5.14,6.03,40.62,0.0
SCOUT,F,1.43,0.0,5.0,2.143,0.0,1.44,8.24,3.227,5.71,6.5,8.08,8.41,7.92,90.37,0.0
SEAMUS,M,4.29,7.24,5.0,5.51,12.11,4.0,34.47,16.86,9.59,7.38,6.1,8.73,7.46,103.76,0.0
SEAN,M,66.04,103.44,11.0,60.16,125.58,252.79,719.47,365.947,148.88,115.47,56.17,185.24,107.29,4697.06,17.51
SEAN,F,1.18,0.0,6.0,2.393,0.0,15.4,0.0,5.133,5.96,5.72,0.0,7.6,6.96,42.52,0.0
SEANN,M,1.0,5.0,0.0,2.0,0.0,1.0,3.25,1.417,0.0,0.0,0.0,7.0,5.0,12.02,0.0
SEANNA,F,5.29,0.0,6.0,3.763,4.67,1.14,6.75,4.187,6.26,5.67,5.0,8.04,6.58,37.34,0.0
SEASON,F,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,6.17,6.13,5.0,10.3,6.04,27.52,0.0
SEBASTIAN,M,34.72,34.12,5.0,24.613,12.53,15.71,921.68,316.64,37.58,36.9,42.15,86.54,67.07,982.98,8.2
SEBASTIEN,M,5.36,6.71,10.0,7.357,0.0,1.85,43.53,15.127,6.99,5.57,5.4,9.65,9.64,71.07,0.0
SEDRIC,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.32,21.97,0.0
SEEMA,F,1.0,5.0,5.0,3.667,0.0,1.37,8.22,3.197,5.9,5.29,0.0,6.81,6.75,22.16,0.0
SELA,F,1.11,0.0,0.0,0.37,0.0,0.0,3.0,1.0,6.75,5.0,5.0,6.44,5.33,31.91,0.0
SELAH,F,2.62,6.5,6.0,5.04,0.0,1.0,3.5,1.5,10.6,10.01,8.67,12.61,10.89,140.44,0.0
SELENA,F,11.96,12.71,5.0,9.89,0.0,2.44,28.3,10.247,15.39,16.33,12.36,29.79,22.23,345.44,0.0
SELENE,F,1.92,5.0,5.0,3.973,0.0,1.3,5.44,2.247,6.19,5.68,6.73,13.45,8.7,75.49,0.0
SELIA,F,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,6.44,8.99,0.0
SELIM,M,1.0,0.0,0.0,0.333,0.0,1.0,7.0,2.667,9.0,5.0,0.0,8.5,6.5,15.35,0.0
SELINA,F,5.54,9.46,6.0,7.0,3.0,6.0,71.05,26.683,8.27,7.24,7.19,14.74,9.59,128.38,0.0
SELMA,F,1.5,5.0,9.0,5.167,0.0,1.18,14.26,5.147,14.68,11.91,5.58,6.66,8.85,192.1,0.0
SELWYN,M,1.0,0.0,0.0,0.333,0.0,1.0,3.29,1.43,6.5,5.0,0.0,0.0,6.0,13.6,0.0
SEM,M,1.14,0.0,0.0,0.38,0.0,0.0,3.75,1.25,0.0,0.0,0.0,0.0,0.0,7.17,0.0
SEMAJ,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.34,7.68,0.0,14.11,8.61,127.37,0.0
SENAN,M,1.25,0.0,0.0,0.417,12.85,2.0,7.25,7.367,0.0,0.0,0.0,0.0,0.0,7.12,0.0
SENECA,M,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,6.79,7.77,0.0,6.43,7.06,37.93,0.0
SENGA,F,1.0,0.0,0.0,0.333,0.0,3.41,0.0,1.137,0.0,0.0,0.0,0.0,0.0,6.0,0.0
SEONA,F,1.0,0.0,0.0,0.333,3.0,1.97,3.86,2.943,0.0,0.0,0.0,0.0,0.0,6.12,0.0
SEQUOIA,F,1.38,5.87,5.0,4.083,0.0,1.0,4.33,1.777,6.63,5.58,5.17,8.42,5.81,69.11,0.0
SERA,F,1.45,0.0,7.0,2.817,0.0,1.0,5.0,2.0,5.83,5.0,0.0,8.14,5.52,31.2,0.0
SERAFINA,F,1.1,0.0,5.0,2.033,0.0,1.25,7.53,2.927,6.64,6.67,0.0,8.87,5.87,20.63,0.0
SERAPHINA,F,2.38,8.0,6.0,5.46,0.0,1.2,13.11,4.77,6.76,6.6,5.5,9.74,8.22,47.2,0.0
SEREN,F,2.17,0.0,5.0,2.39,3.67,5.85,279.1,96.207,5.25,0.0,0.0,7.0,7.2,22.96,0.0
SERENA,F,17.35,20.55,5.0,14.3,5.67,5.59,133.1,48.12,12.24,12.43,10.29,26.14,13.51,289.23,0.0
SERENE,F,3.0,5.0,6.0,4.667,0.0,1.0,7.15,2.717,5.92,5.33,5.5,6.53,6.26,26.29,0.0
SERENITY,F,14.64,13.33,6.0,11.323,3.0,1.75,31.93,12.227,41.75,42.65,24.91,36.09,65.52,1052.39,5.33
SERGE,M,1.11,0.0,7.0,2.703,0.0,1.25,3.92,1.723,6.23,0.0,0.0,5.5,5.89,15.53,0.0
SERGEI,M,1.2,0.0,0.0,0.4,0.0,1.0,4.0,1.667,0.0,0.0,0.0,0.0,0.0,7.48,0.0
SERGIO,M,1.94,6.25,6.0,4.73,0.0,1.16,10.42,3.86,14.51,15.54,20.02,103.01,31.53,710.24,0.0
SERINA,F,1.79,5.0,6.0,4.263,0.0,1.0,7.56,2.853,5.99,5.48,7.48,11.17,7.62,80.21,0.0
SETH,M,53.96,25.88,5.0,28.28,20.08,8.52,327.63,118.743,41.75,65.22,38.54,57.46,60.31,1163.46,14.71
SEUMAS,M,1.0,0.0,0.0,0.333,0.0,3.61,3.0,2.203,0.0,0.0,0.0,0.0,0.0,5.0,0.0
SEVE,M,1.25,0.0,0.0,0.417,0.0,1.0,7.0,2.667,0.0,0.0,0.0,0.0,0.0,7.71,0.0
SEVERIANO,M,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.667,0.0,0.0,0.0,5.0,6.31,8.53,0.0
SEVERIN,M,1.11,0.0,0.0,0.37,0.0,1.0,0.0,0.333,0.0,5.0,0.0,5.4,0.0,11.17,0.0
SEVERO,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.37,7.69,13.42,0.0
SEWARD,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,9.79,0.0
SEYMOUR,M,0.0,0.0,5.0,1.667,0.0,1.0,3.0,1.333,29.87,11.1,0.0,5.2,5.0,109.66,0.0
SHAAN,M,2.5,7.56,5.0,5.02,0.0,1.44,32.95,11.463,6.57,6.88,0.0,14.64,6.94,41.95,0.0
SHAD,M,1.6,0.0,0.0,0.533,0.0,1.0,8.31,3.103,6.37,9.37,7.49,11.2,7.21,78.73,0.0
SHADRACH,M,1.0,0.0,0.0,0.333,0.0,1.0,4.5,1.833,6.0,0.0,5.0,0.0,5.0,12.88,0.0
SHAE,M,2.54,5.0,5.0,4.18,3.67,4.24,37.05,14.987,5.0,5.33,0.0,5.85,5.33,30.19,0.0
SHAE,F,5.73,6.8,5.0,5.843,0.0,2.0,14.95,5.65,5.79,6.85,6.4,7.74,6.36,87.45,0.0
SHAELA,F,1.53,0.0,0.0,0.51,0.0,1.0,3.0,1.333,5.0,0.0,5.0,5.41,6.0,24.23,0.0
SHAELYN,F,7.04,8.55,5.0,6.863,0.0,1.25,0.0,0.417,6.46,6.06,6.03,6.38,6.01,86.67,0.0
SHAELYNN,F,5.13,6.67,5.0,5.6,0.0,1.0,0.0,0.333,5.58,5.5,5.33,5.79,5.65,51.06,0.0
SHAI,M,1.0,0.0,5.0,2.0,0.0,1.44,13.58,5.007,6.15,5.0,0.0,6.94,5.5,24.77,0.0
SHAILA,F,1.25,0.0,8.0,3.083,0.0,2.0,6.21,2.737,6.75,6.14,8.5,9.91,9.53,55.4,0.0
SHAINA,F,3.48,5.85,8.0,5.777,0.0,1.2,8.78,3.327,12.14,9.96,6.5,10.91,10.09,235.33,0.0
SHAINDEL,F,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,9.91,0.0,0.0,0.0,0.0,16.56,0.0
SHAINE,F,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,7.4,0.0
SHAKIRA,F,2.45,7.0,7.0,5.483,6.5,2.42,70.75,26.557,11.78,6.8,6.5,8.09,9.18,175.09,0.0
SHALOM,M,1.2,0.0,5.0,2.067,0.0,1.5,8.44,3.313,9.81,5.0,0.0,6.17,5.62,27.77,0.0
SHALONDA,F,2.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,7.6,8.58,0.0,9.1,9.01,98.55,0.0
